sep=,
type,sourceName,sourceVersion,productType,device,startDate,endDate,unit,value
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-16 03:17:53 +0000,2022-03-16 03:27:50 +0000,km,0.049369999999998984
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-16 03:28:16 +0000,2022-03-16 03:28:27 +0000,km,0.008330000000000837
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-16 20:30:26 +0000,2022-03-16 20:30:28 +0000,km,0.0064899999999997815
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-16 22:05:28 +0000,2022-03-16 22:15:29 +0000,km,0.4663299999999908
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-16 22:15:29 +0000,2022-03-16 22:22:17 +0000,km,0.4011599999999862
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-16 22:22:17 +0000,2022-03-16 22:30:09 +0000,km,0.44575999999998384
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-16 22:30:09 +0000,2022-03-16 22:37:01 +0000,km,0.21122999999999775
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-17 02:12:06 +0000,2022-03-17 02:12:11 +0000,km,0.0029099999999998545
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-17 02:54:45 +0000,2022-03-17 02:54:50 +0000,km,0.0032600000000002185
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-17 03:57:41 +0000,2022-03-17 03:58:17 +0000,km,0.031549999999998364
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-17 04:22:12 +0000,2022-03-17 04:24:00 +0000,km,0.006720000000000254
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-17 14:39:28 +0000,2022-03-17 14:43:20 +0000,km,0.037089999999999235
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-17 14:55:22 +0000,2022-03-17 14:59:45 +0000,km,0.057549999999998366
HKQuantityTypeIdentifierDistanceWalkingRunning,のiPhone,15.3.1,"iPhone12,8","<<HKDevice: 0x2838276b0>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone12,8, software:15.3.1>",2022-03-17 20:08:37 +0000,2022-03-17 20:08:39 +0000,km,0.004770000000000436
